Orth_id	Uni_id	Gene_des
OG0049438	sp|P35580|MYH10_HUMAN	Myosin-10
OG0049440	sp|Q8WWI5|CTL1_HUMAN	Choline transporter-like protein 1
OG0049441	sp|Q8N7M5|RGMC_RAT	Hemojuvelin
OG0049442	sp|O42393|RAPSN_CHICK	43 kDa receptor-associated protein of the synapse
OG0049444	sp|P50548|ERF_HUMAN	ETS domain-containing transcription factor ERF
OG0049445	sp|P49763|PLGF_HUMAN	Placenta growth factor
OG0049446	sp|Q9BW60|ELOV1_HUMAN	Elongation of very long chain fatty acids protein 1
OG0049449	sp|O97664|GPR1_MACMU	G-protein coupled receptor 1
OG0049452	sp|Q9PT92|CATA_DANRE	Catalase
OG0049454	sp|E9PY46|IF140_MOUSE	Intraflagellar transport protein 140 homolog
OG0049458	sp|A4UGR9|XIRP2_HUMAN	Xin actin-binding repeat-containing protein 2
OG0049462	sp|P42898|MTHR_HUMAN	Methylenetetrahydrofolate reductase
OG0049464	sp|A2AAJ9|OBSCN_MOUSE	Obscurin
OG0049465	sp|Q98948|SSBP3_CHICK	Single-stranded DNA-binding protein 3
OG0049466	sp|P53677|AP3M2_HUMAN	AP-3 complex subunit mu-2
OG0049468	sp|Q7Z624|CMKMT_HUMAN	Calmodulin-lysine N-methyltransferase
OG0049470	sp|O75131|CPNE3_HUMAN	Copine-3
OG0049474	sp|Q9QYL8|LYPA2_RAT	Acyl-protein thioesterase 2
OG0049476	sp|P22105|TENX_HUMAN	Tenascin-X
OG0049478	sp|Q9D2G9|HIPL2_MOUSE	HHIP-like protein 2
OG0049481	sp|Q4V8V1|BM1LA_DANRE	Breast cancer metastasis-suppressor 1-like protein-A
OG0049483	sp|Q4VSN2|DUSTY_TAKRU	Dual serine/threonine and tyrosine protein kinase
OG0049487	sp|Q5GIT4|VGFR2_DANRE	Vascular endothelial growth factor receptor 2
OG0049488	sp|Q6P5I8|YIPF5_DANRE	Protein YIPF5
OG0049495	sp|Q4R628|KIF3A_MACFA	Kinesin-like protein KIF3A
OG0049496	sp|P50572|GBRR1_RAT	Gamma-aminobutyric acid receptor subunit rho-1
OG0049497	sp|Q08116|RGS1_HUMAN	Regulator of G-protein signaling 1
OG0049499	sp|Q76I79|SSH1_MOUSE	Protein phosphatase Slingshot homolog 1
OG0049502	sp|Q32L63|VTA1_BOVIN	Vacuolar protein sorting-associated protein VTA1 homolog
OG0049503	sp|Q15652|JHD2C_HUMAN	Probable JmjC domain-containing histone demethylation protein 2C
OG0049504	sp|C0H8I2|SETD6_SALSA	N-lysine methyltransferase setd6
OG0049505	sp|O75689|ADAP1_HUMAN	Arf-GAP with dual PH domain-containing protein 1
OG0049506	sp|Q9N0B5|TM266_MACFA	Transmembrane protein 266
OG0049509	sp|Q9CYH6|RRS1_MOUSE	Ribosome biogenesis regulatory protein homolog
OG0049511	sp|Q6P0H7|CBR4_DANRE	Carbonyl reductase family member 4
OG0049514	sp|P28699|RARG_XENLA	Retinoic acid receptor gamma
OG0049520	sp|Q8AXL1|SAT1_CHICK	Diamine acetyltransferase 1
OG0049521	sp|Q9W5Z3|RARA_TAKRU	Retinoic acid receptor alpha
OG0049526	sp|P42336|PK3CA_HUMAN	"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform"
OG0049527	sp|Q8BGS7|CEPT1_MOUSE	Choline/ethanolaminephosphotransferase 1
OG0049529	sp|P54296|MYOM2_HUMAN	Myomesin-2
OG0049531	sp|Q6UNA4|C5AR1_ONCMY	C5a anaphylatoxin chemotactic receptor 1
OG0049532	sp|Q8NEG7|DEN6B_HUMAN	Protein DENND6B
OG0049535	sp|O75325|LRRN2_HUMAN	Leucine-rich repeat neuronal protein 2
OG0049536	sp|P51589|CP2J2_HUMAN	Cytochrome P450 2J2
OG0049537	sp|P51589|CP2J2_HUMAN	Cytochrome P450 2J2
OG0049539	sp|Q96HQ2|C2AIL_HUMAN	CDKN2AIP N-terminal-like protein
OG0049541	sp|Q86XW9|TXND6_HUMAN	Thioredoxin domain-containing protein 6
OG0049542	sp|Q8BQS5|PAQR2_MOUSE	Adiponectin receptor protein 2
OG0049546	sp|P81133|SIM1_HUMAN	Single-minded homolog 1
OG0049548	sp|P16236|REL_CHICK	Proto-oncogene c-Rel
OG0049549	sp|Q7TQF2|FBX10_MOUSE	F-box only protein 10
OG0049551	sp|Q00004|SRP68_CANLF	Signal recognition particle subunit SRP68
OG0049554	sp|A7YWS7|DPOE2_BOVIN	DNA polymerase epsilon subunit 2
OG0049558	sp|Q66PG1|LARG2_DANRE	LARGE xylosyl- and glucuronyltransferase 2
OG0049559	sp|Q07973|CP24A_HUMAN	"1,25-dihydroxyvitamin D(3) 24-hydroxylase, mitochondrial"
OG0049564	sp|Q58A65|JIP4_MOUSE	C-Jun-amino-terminal kinase-interacting protein 4
OG0049566	sp|Q6DEJ6|NLS1B_DANRE	Sodium-dependent lysophosphatidylcholine symporter 1-B
OG0049567	sp|O54818|TPD53_MOUSE	Tumor protein D53
OG0049568	sp|O35054|CLD4_MOUSE	Claudin-4
OG0049577	sp|P32847|B3AT_ONCMY	Band 3 anion exchange protein
OG0049583	sp|Q3TX08|TRM1_MOUSE	tRNA (guanine(26)-N(2))-dimethyltransferase
OG0049584	sp|Q9EP97|SENP3_MOUSE	Sentrin-specific protease 3
OG0049587	sp|Q9HAR2|AGRL3_HUMAN	Adhesion G protein-coupled receptor L3
OG0049588	sp|A5GFW8|GCNT7_PIG	"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 7"
OG0049590	sp|P51810|GP143_HUMAN	G-protein coupled receptor 143
OG0049591	sp|P43404|ZAP70_MOUSE	Tyrosine-protein kinase ZAP-70
OG0049594	sp|P50131|PE2R3_PIG	Prostaglandin E2 receptor EP3 subtype
OG0049595	sp|Q9H2Y9|SO5A1_HUMAN	Solute carrier organic anion transporter family member 5A1
OG0049596	sp|Q2TBH9|COG8_BOVIN	Conserved oligomeric Golgi complex subunit 8
OG0049600	sp|Q90593|BIP_CHICK	Endoplasmic reticulum chaperone BiP
OG0049603	sp|Q62261|SPTB2_MOUSE	"Spectrin beta chain, non-erythrocytic 1"
OG0049604	sp|Q5EA28|CXXC1_BOVIN	CXXC-type zinc finger protein 1
OG0049605	sp|Q9P0U4|CXXC1_HUMAN	CXXC-type zinc finger protein 1
OG0049609	sp|Q29RQ5|TRIM9_BOVIN	E3 ubiquitin-protein ligase TRIM9
OG0049610	sp|Q5TZ80|HOOK1_DANRE	Protein Hook homolog 1
OG0049613	sp|Q9H4B6|SAV1_HUMAN	Protein salvador homolog 1
OG0049615	sp|Q9UNQ2|DIM1_HUMAN	Probable dimethyladenosine transferase
OG0049616	sp|Q91W90|TXND5_MOUSE	Thioredoxin domain-containing protein 5
OG0049617	sp|Q5R4L1|PLK2_PONAB	Serine/threonine-protein kinase PLK2
OG0049620	sp|Q9BRL7|SC22C_HUMAN	Vesicle-trafficking protein SEC22c
OG0049624	sp|O57379|S22A6_PSEAM	Solute carrier family 22 member 6
OG0049625	sp|Q9NQX1|PRDM5_HUMAN	PR domain zinc finger protein 5
OG0049627	sp|Q5ZIW2|CNO10_CHICK	CCR4-NOT transcription complex subunit 10
OG0049629	sp|P45844|ABCG1_HUMAN	ATP-binding cassette sub-family G member 1
OG0049632	sp|Q1LYG0|SPD2A_DANRE	SH3 and PX domain-containing protein 2A
OG0049636	sp|Q9Y6V7|DDX49_HUMAN	Probable ATP-dependent RNA helicase DDX49
OG0049639	sp|Q08CZ0|UBE3B_XENTR	Ubiquitin-protein ligase E3B
OG0049642	sp|Q5IGR6|EXT1C_DANRE	Exostosin-1c
OG0049643	sp|Q8VHR5|P66B_MOUSE	Transcriptional repressor p66-beta
OG0049652	sp|Q28949|MA2B2_PIG	Epididymis-specific alpha-mannosidase
OG0049653	sp|Q5ZIR1|SHLB1_CHICK	Endophilin-B1
OG0049655	sp|P97367|MEIS2_MOUSE	Homeobox protein Meis2
OG0049659	sp|P10895|PLCD1_BOVIN	"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1"
OG0049663	sp|Q86UV5|UBP48_HUMAN	Ubiquitin carboxyl-terminal hydrolase 48
OG0049664	sp|P27925|CREB1_BOVIN	Cyclic AMP-responsive element-binding protein 1
OG0049666	sp|Q9YH91|CLDY_DANRE	Claudin-like protein ZF-A89
OG0049667	sp|Q13496|MTM1_HUMAN	Myotubularin
OG0049675	sp|O89001|CBPD_MOUSE	Carboxypeptidase D
OG0049676	sp|Q00597|FANCC_HUMAN	Fanconi anemia group C protein
OG0049679	sp|Q3MHI8|TM10A_BOVIN	tRNA methyltransferase 10 homolog A
OG0049683	sp|Q29RB1|COG4_DANRE	Conserved oligomeric Golgi complex subunit 4
OG0049685	sp|O73672|PSA2_CARAU	Proteasome subunit alpha type-2
OG0049692	sp|Q9NVM9|INT13_HUMAN	Integrator complex subunit 13
OG0049693	sp|Q9NVM9|INT13_HUMAN	Integrator complex subunit 13
OG0049694	sp|Q8WXX0|DYH7_HUMAN	"Dynein heavy chain 7, axonemal"
OG0049696	sp|P40682|VAS1_BOVIN	V-type proton ATPase subunit S1
OG0049698	sp|A1A5K2|CLA1B_XENLA	CLIP-associating protein 1-B
OG0049700	sp|Q68FE7|T151B_MOUSE	Transmembrane protein 151B
OG0049701	sp|Q9H5V8|CDCP1_HUMAN	CUB domain-containing protein 1
OG0049704	sp|Q502H1|AAMDC_DANRE	Mth938 domain-containing protein
OG0049705	sp|Q80V24|VGLL4_MOUSE	Transcription cofactor vestigial-like protein 4
OG0049706	sp|A1L224|CR3L2_DANRE	Cyclic AMP-responsive element-binding protein 3-like protein 2
OG0049710	sp|A7E2V1|CEP76_DANRE	Centrosomal protein of 76 kDa
OG0049711	sp|Q96PU4|UHRF2_HUMAN	E3 ubiquitin-protein ligase UHRF2
OG0049713	sp|Q8BSS9|LIPA2_MOUSE	Liprin-alpha-2
OG0049714	sp|Q8BHY3|ANO1_MOUSE	Anoctamin-1
OG0049716	sp|O73797|NTF7_DANRE	Neurotrophin-7
OG0049723	sp|P15693|PPBI1_RAT	Intestinal-type alkaline phosphatase 1
OG0049725	sp|Q6DRC0|SYSC_DANRE	"Serine--tRNA ligase, cytoplasmic"
OG0049726	sp|Q5R4N7|REV1_PONAB	DNA repair protein REV1
OG0049727	sp|P14866|HNRPL_HUMAN	Heterogeneous nuclear ribonucleoprotein L
OG0049728	sp|P07224|PROS_BOVIN	Vitamin K-dependent protein S
OG0049729	sp|Q4H4B6|SCRIB_DANRE	Protein scribble homolog
OG0049730	sp|Q9DCM4|DNAL4_MOUSE	"Dynein light chain 4, axonemal"
OG0049732	sp|Q01664|TFAP4_HUMAN	Transcription factor AP-4
OG0049733	sp|Q9UKN7|MYO15_HUMAN	Unconventional myosin-XV
OG0049738	sp|Q99LW6|YAF2_MOUSE	YY1-associated factor 2
OG0049740	sp|Q9JID6|ACSL1_CAVPO	Long-chain-fatty-acid--CoA ligase 1
OG0049746	sp|Q9DGN0|STAG2_XENLA	Cohesin subunit SA-2
OG0049747	sp|Q92823|NRCAM_HUMAN	Neuronal cell adhesion molecule
OG0049749	sp|O75175|CNOT3_HUMAN	CCR4-NOT transcription complex subunit 3
OG0049750	sp|Q5ZMW5|RHG26_CHICK	Rho GTPase-activating protein 26
OG0049753	sp|Q14677|EPN4_HUMAN	Clathrin interactor 1
OG0049754	sp|P47874|OMP_HUMAN	Olfactory marker protein
OG0049758	sp|Q8CBE3|WDR37_MOUSE	WD repeat-containing protein 37
OG0049763	sp|B2RR83|YTDC2_MOUSE	3'-5' RNA helicase YTHDC2
OG0049764	sp|Q5RAZ4|DHX15_PONAB	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15
OG0049768	sp|Q9TT23|MC5R_PANTR	Melanocortin receptor 5
OG0049769	sp|B4DS77|SHSA9_HUMAN	Protein shisa-9
OG0049772	sp|Q8BVQ5|PPME1_MOUSE	Protein phosphatase methylesterase 1
OG0049773	sp|B6A7Q3|CDK14_RABIT	Cyclin-dependent kinase 14
OG0049775	sp|Q9PTN2|VDRA_DANRE	Vitamin D3 receptor A
OG0049776	sp|O13067|CND2_XENLA	Condensin complex subunit 2
OG0049779	sp|Q6DRG7|MYPT1_DANRE	Protein phosphatase 1 regulatory subunit 12A
OG0049781	sp|O95819|M4K4_HUMAN	Mitogen-activated protein kinase kinase kinase kinase 4
OG0049782	sp|Q5ZK63|TCP4_CHICK	Activated RNA polymerase II transcriptional coactivator p15
OG0049784	sp|Q9QZD4|XPF_MOUSE	DNA repair endonuclease XPF
OG0049785	sp|Q3UHX9|CI114_MOUSE	Putative methyltransferase C9orf114 homolog
OG0049787	sp|P70061|NKX32_XENLA	Homeobox protein Nkx-3.2
OG0049789	sp|O75832|PSD10_HUMAN	26S proteasome non-ATPase regulatory subunit 10
OG0049792	sp|Q8HZJ4|CABP4_BOVIN	Calcium-binding protein 4
OG0049793	sp|Q5RFW0|SCAR5_DANRE	Scavenger receptor class A member 5
OG0049794	sp|Q8BH74|NU107_MOUSE	Nuclear pore complex protein Nup107
OG0049795	sp|Q8BH74|NU107_MOUSE	Nuclear pore complex protein Nup107
OG0049796	sp|Q802U2|MIO_DANRE	GATOR complex protein MIOS
OG0049798	sp|B1AK53|ESPN_HUMAN	Espin
OG0049802	sp|Q8TCX5|RHPN1_HUMAN	Rhophilin-1
OG0049803	sp|Q8TCX5|RHPN1_HUMAN	Rhophilin-1
OG0049810	sp|Q80WE4|KI20B_MOUSE	Kinesin-like protein KIF20B
OG0049811	sp|Q08BY5|JMJD4_DANRE	2-oxoglutarate and iron-dependent oxygenase JMJD4
OG0049812	sp|Q3UGY8|BIG3_MOUSE	Brefeldin A-inhibited guanine nucleotide-exchange protein 3
OG0049814	sp|Q9R210|TFEB_MOUSE	Transcription factor EB
OG0049816	sp|Q8NDI1|EHBP1_HUMAN	EH domain-binding protein 1
OG0049817	sp|Q9HB40|RISC_HUMAN	Retinoid-inducible serine carboxypeptidase
OG0049818	sp|P31646|S6A13_RAT	Sodium- and chloride-dependent GABA transporter 2
OG0049820	sp|Q0VBU9|PLPP4_MOUSE	Phospholipid phosphatase 4
OG0049826	sp|Q6QHT9|CP19A_ANGJA	Aromatase
OG0049828	sp|Q96BP3|PPWD1_HUMAN	Peptidylprolyl isomerase domain and WD repeat-containing protein 1
OG0049829	sp|P48303|S1PR1_RAT	Sphingosine 1-phosphate receptor 1
OG0049830	sp|Q7SXP2|ULA1_DANRE	NEDD8-activating enzyme E1 regulatory subunit
OG0049831	sp|O08919|NUMBL_MOUSE	Numb-like protein
OG0049832	sp|Q8R0K4|CC137_MOUSE	Coiled-coil domain-containing protein 137
OG0049833	sp|Q00872|MYPC1_HUMAN	"Myosin-binding protein C, slow-type"
OG0049834	sp|O60242|AGRB3_HUMAN	Adhesion G protein-coupled receptor B3
OG0049835	sp|Q15306|IRF4_HUMAN	Interferon regulatory factor 4
OG0049843	sp|Q5JTZ9|SYAM_HUMAN	"Alanine--tRNA ligase, mitochondrial"
OG0049844	sp|Q9DBQ7|PACE1_MOUSE	Protein-associating with the carboxyl-terminal domain of ezrin
OG0049845	sp|Q8IZE3|PACE1_HUMAN	Protein-associating with the carboxyl-terminal domain of ezrin
OG0049846	sp|Q9HCF6|TRPM3_HUMAN	Transient receptor potential cation channel subfamily M member 3
OG0049849	sp|P82669|RT25_BOVIN	"28S ribosomal protein S25, mitochondrial"
OG0049851	sp|Q5NVC7|RNF34_PONAB	E3 ubiquitin-protein ligase RNF34
OG0049855	sp|Q5XXA6|ANO1_HUMAN	Anoctamin-1
OG0049856	sp|F1REV3|KRIT1_DANRE	Krev interaction trapped protein 1
OG0049857	sp|F1REV3|KRIT1_DANRE	Krev interaction trapped protein 1
OG0049860	sp|O89114|DNJB5_MOUSE	DnaJ homolog subfamily B member 5
OG0049863	sp|Q92570|NR4A3_HUMAN	Nuclear receptor subfamily 4 group A member 3
OG0049869	sp|Q7ZXV6|CARFA_XENLA	Protein CDKN2AIP homolog A
OG0049870	sp|Q8WXA9|SREK1_HUMAN	Splicing regulatory glutamine/lysine-rich protein 1
OG0049871	sp|Q6IQ55|TTBK2_HUMAN	Tau-tubulin kinase 2
OG0049874	sp|Q90617|LAMP2_CHICK	Lysosome-associated membrane glycoprotein 2
OG0049876	sp|Q9UBX3|DIC_HUMAN	Mitochondrial dicarboxylate carrier
OG0049877	sp|Q96I24|FUBP3_HUMAN	Far upstream element-binding protein 3
OG0049878	sp|P07314|GGT1_RAT	Glutathione hydrolase 1 proenzyme
OG0049881	sp|O55028|BCKD_MOUSE	"[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial"
OG0049882	sp|O93279|A4_TAKRU	Amyloid-beta A4 protein
OG0049887	sp|Q7SXW4|EMC3_DANRE	ER membrane protein complex subunit 3
OG0049889	sp|Q9WVL0|MAAI_MOUSE	Maleylacetoacetate isomerase
OG0049890	sp|Q90321|MP2K2_CYPCA	Dual specificity mitogen-activated protein kinase kinase 2
OG0049891	sp|O55174|ZNT4_RAT	Zinc transporter 4
OG0049892	sp|Q8BRH4|KMT2C_MOUSE	Histone-lysine N-methyltransferase 2C
OG0049894	sp|Q9NV29|TM100_HUMAN	Transmembrane protein 100
OG0049897	sp|P61328|FGF12_HUMAN	Fibroblast growth factor 12
OG0049902	sp|Q9QYW5|EMP3_RAT	Epithelial membrane protein 3
OG0049903	sp|Q5ZHT1|ACD11_CHICK	Acyl-CoA dehydrogenase family member 11
OG0049905	sp|Q9I9L0|HEY2_DANRE	Hairy/enhancer-of-split related with YRPW motif protein 2
OG0049908	sp|O54916|REPS1_MOUSE	RalBP1-associated Eps domain-containing protein 1
OG0049911	sp|Q6P8Y1|CAPSL_MOUSE	Calcyphosin-like protein
OG0049914	sp|Q2UY09|COSA1_HUMAN	Collagen alpha-1(XXVIII) chain
OG0049916	sp|Q7Z429|LFG1_HUMAN	Protein lifeguard 1
OG0049920	sp|P02645|TNNI1_RABIT	"Troponin I, slow skeletal muscle"
OG0049925	sp|Q5I0X7|TTC32_HUMAN	Tetratricopeptide repeat protein 32
OG0049928	sp|Q6DI35|TFP11_DANRE	Tuftelin-interacting protein 11
OG0049930	sp|Q91YM2|RHG35_MOUSE	Rho GTPase-activating protein 35
OG0049934	sp|P98093|CO3_ONCMY	Complement C3 (Fragment)
OG0049938	sp|A1L390|PKHG3_HUMAN	Pleckstrin homology domain-containing family G member 3
OG0049942	sp|O75165|DJC13_HUMAN	DnaJ homolog subfamily C member 13
OG0049943	sp|Q802W2|A9A1B_DANRE	4-trimethylaminobutyraldehyde dehydrogenase B
OG0049944	sp|Q802W2|A9A1B_DANRE	4-trimethylaminobutyraldehyde dehydrogenase B
OG0049948	sp|Q6P3H4|PNCB_DANRE	Nicotinate phosphoribosyltransferase
OG0049950	sp|A6NNL5|CO061_HUMAN	Uncharacterized protein C15orf61
OG0049956	sp|Q7Z465|BNIPL_HUMAN	Bcl-2/adenovirus E1B 19 kDa-interacting protein 2-like protein
OG0049957	sp|Q5XHH9|TT39B_XENLA	Tetratricopeptide repeat protein 39B
OG0049958	sp|Q6VBQ6|PNO1_ORYLA	RNA-binding protein PNO1
OG0049963	sp|Q9Y5L3|ENTP2_HUMAN	Ectonucleoside triphosphate diphosphohydrolase 2
OG0049964	sp|Q3ZBF8|CERS2_BOVIN	Ceramide synthase 2
OG0049966	sp|P70168|IMB1_MOUSE	Importin subunit beta-1
OG0049971	sp|Q503V9|ENDUB_DANRE	Poly(U)-specific endoribonuclease-B
OG0049972	sp|Q9NVS2|RT18A_HUMAN	"39S ribosomal protein S18a, mitochondrial"
OG0049977	sp|P14415|AT1B2_HUMAN	Sodium/potassium-transporting ATPase subunit beta-2
OG0049979	sp|P54149|MSRA_BOVIN	Mitochondrial peptide methionine sulfoxide reductase
OG0049981	sp|Q60520|SIN3A_MOUSE	Paired amphipathic helix protein Sin3a
OG0049982	sp|Q8AV61|INSI1_DANRE	Insulin-induced gene 1 protein
OG0049985	sp|Q8R4C0|CAN5_RAT	Calpain-5
OG0049987	sp|Q96A59|MALD3_HUMAN	MARVEL domain-containing protein 3
OG0049989	sp|P56485|ACKR3_MOUSE	Atypical chemokine receptor 3
OG0049990	sp|Q9NZJ6|COQ3_HUMAN	"Ubiquinone biosynthesis O-methyltransferase, mitochondrial"
OG0049993	sp|Q16739|CEGT_HUMAN	Ceramide glucosyltransferase
OG0049997	sp|P26325|ADH1_GADMC	Alcohol dehydrogenase 1
OG0049999	sp|Q5ZJG3|BT3L4_CHICK	Transcription factor BTF3 homolog 4
OG0050002	sp|E7FAW3|NBEL2_DANRE	Neurobeachin-like protein 2
OG0050003	sp|O15440|MRP5_HUMAN	Multidrug resistance-associated protein 5
OG0050011	sp|Q3T105|GALE_BOVIN	UDP-glucose 4-epimerase
OG0050017	sp|Q6DJF8|MET23_XENLA	Methyltransferase-like protein 23
OG0050019	sp|Q9NUJ7|PLCX1_HUMAN	PI-PLC X domain-containing protein 1
OG0050021	sp|P21839|ODBB_BOVIN	"2-oxoisovalerate dehydrogenase subunit beta, mitochondrial"
OG0050022	sp|Q9EPU0|RENT1_MOUSE	Regulator of nonsense transcripts 1
OG0050026	sp|Q96GR2|ACBG1_HUMAN	Long-chain-fatty-acid--CoA ligase ACSBG1
OG0050027	sp|B1A193|RASFA_XENLA	Ras association domain-containing protein 10
OG0050032	sp|Q8NDV2|GPR26_HUMAN	G-protein coupled receptor 26
OG0050035	sp|Q7YQD7|FBLN3_MACFA	EGF-containing fibulin-like extracellular matrix protein 1
OG0050036	sp|O54862|MBTP2_CRIGR	Membrane-bound transcription factor site-2 protease
OG0050037	sp|P49410|EFTU_BOVIN	"Elongation factor Tu, mitochondrial"
OG0050039	sp|Q3U0J8|TBD2B_MOUSE	TBC1 domain family member 2B
OG0050040	sp|P0C090|RC3H2_MOUSE	Roquin-2
OG0050041	sp|P43305|PRVU_CHICK	"Parvalbumin, thymic CPV3"
OG0050043	sp|P70705|ATP7A_RAT	Copper-transporting ATPase 1
OG0050044	sp|O00291|HIP1_HUMAN	Huntingtin-interacting protein 1
OG0050047	sp|E3WDQ9|PUM2_XENLA	Pumilio homolog 2
OG0050049	sp|Q96KR7|PHAR3_HUMAN	Phosphatase and actin regulator 3
OG0050052	sp|Q91857|TAF6_XENLA	Transcription initiation factor TFIID subunit 6
OG0050054	sp|Q90ZE2|ZN703_DANRE	Zinc finger protein 703
OG0050057	sp|P23228|HMCS1_CHICK	"Hydroxymethylglutaryl-CoA synthase, cytoplasmic"
OG0050059	sp|Q96SF7|TBX15_HUMAN	T-box transcription factor TBX15
OG0050065	sp|Q6NT76|HMBX1_HUMAN	Homeobox-containing protein 1
OG0050066	sp|P20004|ACON_BOVIN	"Aconitate hydratase, mitochondrial"
OG0050067	sp|Q13972|RGRF1_HUMAN	Ras-specific guanine nucleotide-releasing factor 1
OG0050068	sp|P32780|TF2H1_HUMAN	General transcription factor IIH subunit 1
OG0050070	sp|Q0VFP6|CXXC4_XENTR	CXXC-type zinc finger protein 4
OG0050072	sp|Q7Z3S7|CA2D4_HUMAN	Voltage-dependent calcium channel subunit alpha-2/delta-4
OG0050074	sp|Q7Z7L7|ZER1_HUMAN	Protein zer-1 homolog
OG0050077	sp|Q8BHA1|LRC24_MOUSE	Leucine-rich repeat-containing protein 24
OG0050078	sp|Q9C0G0|ZN407_HUMAN	Zinc finger protein 407
OG0050080	sp|Q687X5|STEA4_HUMAN	Metalloreductase STEAP4
OG0050082	sp|Q91VV4|DEN2D_MOUSE	DENN domain-containing protein 2D
OG0050084	sp|Q91WU5|AS3MT_MOUSE	Arsenite methyltransferase
OG0050086	sp|Q66I12|CCD47_DANRE	Coiled-coil domain-containing protein 47
OG0050087	sp|Q2TA24|VATO_BOVIN	V-type proton ATPase 21 kDa proteolipid subunit
OG0050089	sp|Q9UI26|IPO11_HUMAN	Importin-11
OG0050091	sp|Q8IY84|NIM1_HUMAN	Serine/threonine-protein kinase NIM1
OG0050097	sp|Q9ULS6|KCNS2_HUMAN	Potassium voltage-gated channel subfamily S member 2
OG0050100	sp|P54864|JUN_SERCA	Transcription factor AP-1
OG0050102	sp|Q98880|ACHA_DANRE	Acetylcholine receptor subunit alpha
OG0050109	sp|P27607|PGH2_CHICK	Prostaglandin G/H synthase 2
OG0050111	sp|Q8IU80|TMPS6_HUMAN	Transmembrane protease serine 6
OG0050117	sp|Q91784|KIF4_XENLA	Chromosome-associated kinesin KIF4
OG0050120	sp|Q6GPD0|RHG32_XENLA	Rho GTPase-activating protein 32
OG0050122	sp|Q6P6S9|ENTP5_RAT	Ectonucleoside triphosphate diphosphohydrolase 5
OG0050126	sp|G5ECD6|CHS1_CAEEL	Chitin synthase chs-1
OG0050128	sp|Q92777|SYN2_HUMAN	Synapsin-2
OG0050129	sp|Q6EE31|TCPQ_CHICK	T-complex protein 1 subunit theta
OG0053870	sp|P07222|NPM_XENLA	Nucleophosmin
OG0053871	sp|Q58D84|FSTL1_BOVIN	Follistatin-related protein 1
OG0053878	sp|Q9CQR6|PPP6_MOUSE	Serine/threonine-protein phosphatase 6 catalytic subunit
OG0053881	sp|P57087|JAM2_HUMAN	Junctional adhesion molecule B
OG0053883	sp|P26927|HGFL_HUMAN	Hepatocyte growth factor-like protein
OG0053885	sp|Q05469|LIPS_HUMAN	Hormone-sensitive lipase
OG0053887	sp|P30804|ADCY6_CANLF	Adenylate cyclase type 6
OG0053891	sp|Q7YQK3|4F2_RABIT	4F2 cell-surface antigen heavy chain
OG0053895	sp|Q6TEL1|RA21A_DANRE	Double-strand-break repair protein rad21 homolog A
OG0053896	sp|Q9NVH0|EXD2_HUMAN	Exonuclease 3'-5' domain-containing protein 2
OG0053897	sp|Q86UW9|DTX2_HUMAN	Probable E3 ubiquitin-protein ligase DTX2
OG0053903	sp|P62760|VISL1_HUMAN	Visinin-like protein 1
OG0053905	sp|Q5E9I8|DCA11_BOVIN	DDB1- and CUL4-associated factor 11
OG0053907	sp|Q04724|TLE1_HUMAN	Transducin-like enhancer protein 1
OG0053908	sp|O42469|TLE1_XENLA	Transducin-like enhancer protein 1
OG0053910	sp|A2CG49|KALRN_MOUSE	Kalirin
OG0053913	sp|O93591|CRYAA_ASTFA	Alpha-crystallin A chain
OG0053915	sp|P63096|GNAI1_HUMAN	Guanine nucleotide-binding protein G(i) subunit alpha-1
OG0053916	sp|Q68VK5|TSN5_RAT	Tetraspanin-5
OG0053919	sp|P19632|PHOS_BOVIN	Phosducin
OG0053926	sp|Q6IQ85|YIPF6_DANRE	Protein YIPF6
OG0053931	sp|P56671|MAZ_MOUSE	Myc-associated zinc finger protein
OG0053937	sp|G5E8P0|GCP6_MOUSE	Gamma-tubulin complex component 6
OG0053941	sp|Q5FWV6|T120A_XENTR	Transmembrane protein 120A
OG0053942	sp|O75578|ITA10_HUMAN	Integrin alpha-10
OG0053948	sp|Q32LC1|RPP38_BOVIN	Ribonuclease P protein subunit p38
OG0053951	sp|Q49LS8|XKR6_TETNG	XK-related protein 6
OG0053962	sp|O70511|ANK3_RAT	Ankyrin-3
OG0053963	sp|Q8C790|F221A_MOUSE	Protein FAM221A
OG0053967	sp|Q5QJC4|DCR1A_CHICK	DNA cross-link repair 1A protein
OG0053968	sp|Q9HC96|CAN10_HUMAN	Calpain-10
OG0053970	sp|Q8IZF0|NALCN_HUMAN	Sodium leak channel non-selective protein
OG0053975	sp|Q9NV92|NFIP2_HUMAN	NEDD4 family-interacting protein 2
OG0053977	sp|Q9BQP7|MGME1_HUMAN	Mitochondrial genome maintenance exonuclease 1
OG0053979	sp|Q8BG39|SV2B_MOUSE	Synaptic vesicle glycoprotein 2B
